video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"hAWym7xiw0k","Tierry - RITA - DVD Acertou Na Mosca","2020-10-16T15:00:44Z","UCPdHWqkyXG7JBcsOv0sT6Bg","Tierry Oficial","10","20.18.10","rita|rita volta desgramada|tierry|volta rita|o rita","2392646","95551","1783","3683","https://i.ytimg.com/vi/hAWym7xiw0k/default.jpg","False","False","OUÇA TAMBÉM 👇SPOTIFY 👉 https://open.spotify.com/track/1nDCZBI8MaHXI2f36dnQyGDEEZER 👉 https://www.deezer.com/br/artist/3126151SHOWS: Toninho: +55 62 9944-3121Siga Tierry nas redes sociais!Instagram: https://www.instagram.com/tierry/Twitter: https://twitter.com/TIERRYOFICIALYouTube: https://www.youtube.com/tierryoficial RITA - LETRASua ausência tá fazendo mais estragoQue a sua traiçãoLê lê lêMinha cama dobrou de tamanhoSem você no meu colchãoSeu perfume tá impregnadoNesse quarto escuroQue saudade desse cheiro de cigarroE desse álcool puroRita eu desculpo tudoOoh Rita, volta desgramadaVolta Rita que eu perdôo a facadaOoh Rita, não me deixaVolta Rita que eu retiro a queixa#tierry #DVDAcertouNaMosca #Rita"
"IOJuQ0FzzPw","FINALMENTE! TOUR PELA MINHA CASA","2020-10-17T22:30:10Z","UCltmTYqOHriItyMXg8f0anQ","BlackoutZ","20","20.18.10","dicas fortnite|como jogar fortnite|como construir rapido fortnite|como vencer fortnite|highlights fortnite|melhores jogadores br fortnite|como ganhar fortnite|fortnite|fortnite battle royale|blackoutz fortnite|tfue brasileiro|blackoutz|hack|recorde","162445","45861","210","1897","https://i.ytimg.com/vi/IOJuQ0FzzPw/default.jpg","False","False","🚨 Me apoie na loja do Fortnite usando o code: BLACKOUTZ ❗👉🏻 Teste ExtiLag por 03 dias grátis acessando o link: http://exitl.ag/blxckoutz👊🏻 Assine ExitLag e tenha 20% de desconto na primeira compra usando o cupom: BLACKOUTZ🔔 Inscreva-se no canal e ative o sininho para não perder os vídeos! 🔔https://youtube.com/Ondercore🟣 Me assista em live: https://www.twitch.tv/blxckoutz📌 Me siga nas redes sociais:Twitter: https://twitter.com/blxckoutzInstagram: https://www.instagram.com/patrickblackoutz/Tiktok: https://www.tiktok.com/@patrickblackoutzDiscord: https://discord.gg/Hn6rcKq🎥 Editor - @ghostuep - @ghostjusiel✉️ Contato: blackoutz@cloud9.gg"
"FpQZSBIv_bA","LIVE GRATIDÃO - MAURÍCIO MANIERI #LiveMauricioManieri","2020-10-18T01:21:03Z","UC5NG4JwB3Gv8AtNOKKP2ajA","Mauricio Manieri","10","20.18.10","Mauricio Manieri|Live|LiveMauricioManieri","131850","7931","80","200","https://i.ytimg.com/vi/FpQZSBIv_bA/default.jpg","False","False","Meus amores, que felicidade!!!Neste SÁBADO, às 19hs vou realizar uma LIVE (de coração renovado kkkk) para agradecer a todos vcs que oraram; torceram, enviaram mensagens positivas e que foram fundamentais na minha recuperação! Vai ser emocionante estar novamente com vcs ...Obrigado Deus por me dar essa oportunidade!!!"
"jY0slbSXlfU","Inter 1-2 Milan | Zlatan Double Seals Derby! | Serie A TIM","2020-10-17T19:00:10Z","UCBJeMCIeLQos7wacox4hmLQ","Serie A","17","20.18.10","Ronaldo|Serie A|Dybala|highlights|Juventus|AC Milan|Inter Milan|Napoli|Roma|CR7|Cristiano Ronaldo|goals|full highlights|watch|stream|partita|migliori gol|migliori in campo|migliori al mondo|gol del mese|federcalcio|calcio|Italia|lukaku|Lazio|zlatan|ibrahimovic|Ribery|zlatan ibrahimovic|zlatan ibrahimovic best goals|ibra goal vs inter|ibra goal|ibra goal milan|inter 1-2 milan|milan 2-1|milan 2-1 inter|lukaku inter milan|ti:home=INT|ti:away=MIL","3159626","61069","1200","3425","https://i.ytimg.com/vi/jY0slbSXlfU/default.jpg","False","False","Zlatan Ibrahimović scored twice early to secure a derby day win for Milan, despite Romelu Lukaku’s 29th minute goal for Inter | Serie A TIMThis is the official channel for the Serie A, providing all the latest highlights, interviews, news and features to keep you up to date with all things Italian football.Subscribe to the channel here! https://bit.ly/2OM2Eax Find out more about the Serie A at: http://www.legaseriea.it/en/ Questo è il canale ufficiale della Serie A, dove potrai avere accesso ai momenti salienti, alle interviste, alle notizie e alle funzionalità del momento per rimanere aggiornato sulle ultime novità del campionato.Iscriviti qui al canale! https://bit.ly/2OM2EaxPer maggiori informazioni sulla Serie A: http://www.legaseriea.it/it"
"fwle75DCvUc","LIVE DE 40 MILHÕES! VEM ASSISTIR AGORA!","2020-10-18T01:35:43Z","UCV306eHqgo0LvBf3Mh36AHg","Felipe Neto","24","20.18.10","felipe neto|40 milhões|live|ao vivo|among us","2252343","326455","2377","8803","https://i.ytimg.com/vi/fwle75DCvUc/default.jpg","False","False","SEJA MEMBRO! - https://www.youtube.com/felipeneto/joinLOJA DO CANAL - https://www.lolja.com.br/felipe-neto"
"GoeSjZr_C60","Qual é a Sensação de Estar Dentro de Uma Onda Enorme?","2020-10-18T08:26:52Z","UCARzURqbSWzC380oFqWqAdg","Conheça Arnold","1","20.18.10","E se|o que acontecerá|fatos interessantes|Cognitivos|animação 2D|sem pára-quedas|Top 10|experimentos mentais|salto|salto de pára-quedas|o que|se|acontecerá|acontecimentos loucos|surfando uma onda enorme|onda gigante|onda|interessante|desenho animado interessante|desenho animado|desenho engraçado|engraçado|ideias engraçadas|Ideias|como|legal|ideias legais|Conheça Arnold","50727","9054","61","459","https://i.ytimg.com/vi/GoeSjZr_C60/default.jpg","False","False","Subscreve aqui: https://www.youtube.com/channel/UCARzURqbSWzC380oFqWqAdg?sub_confirmation=1E Se Você Pegar Todas As Doenças No Mundo?: https://youtu.be/gSYxm51NHCA?list=PL702f_HObFKqGQD7mKswgVYwnnMhZA3BsQual é a sensação de estar dentro de uma onda enorme?Follow Meet Arnold:Subscribe: https://www.youtube.com/channel/UCY3TJECrA90t9YTrxhdjcVw?sub_confirmation=1 Instagram: https://www.instagram.com/meet_arnold  Facebook: https://www.facebook.com/meetarnoldseries TikTok: https://vm.tiktok.com/ZSHxJqJE/ Conoce a Arnold: https://www.youtube.com/channel/UC07DLXbOs9JK3aUZhNYtE9g?sub_confirmation=1 Conheça Arnold: https://www.youtube.com/channel/UCARzURqbSWzC380oFqWqAdg?sub_confirmation=1 Rencontrez Arnold:https://www.youtube.com/channel/UCy0t9ueAXnViMUK0dqMOvVQ?sub_confirmation=1Hier ist Arnold:https://www.youtube.com/channel/UCiu6G5VsBRY-xHnKktFdHbw?sub_confirmation=1Арнольд: https://www.youtube.com/channel/UCuSbkqzIAvWcYrYr2XQDw0w?sub_confirmation=1 Questo è Arnold: https://www.youtube.com/channel/UC0kKP2cv6Z64k6wD2pXcrfg?sub_confirmation=1 Poznaj Arnolda:https://www.youtube.com/channel/UCarS8GXiNxjcEkm8qR8lncQ?sub_confirmation=1قابل أرنولد:https://www.youtube.com/channel/UC8bXIaTn7-Ao2qtzLs7yyFw?sub_confirmation=1Arnold ile tanışın:https://www.youtube.com/channel/UCAeO-EP_Qfr8bk5491tlI0g?sub_confirmation=1アーノルドにお任せ: https://www.youtube.com/channel/UCsW4ggaU0z4TrucDzwquZ0g?sub_confirmation=1 아놀드를 만나보세요: https://www.youtube.com/channel/UC9f4DHAem0BWen_YBpyiO9Q?sub_confirmation=1又见阿诺德:https://www.youtube.com/channel/UC80bmx7iOzFS5uLPHa36-cA?sub_confirmation=1अर्नाल्ड से मिलें:https://www.youtube.com/channel/UCKGxGtxfTtC_Okgv8eYXTOg?sub_confirmation=1พบกับอาร์โนลด์:https://www.youtube.com/channel/UC5IkJAMkHz9ubFN_QBczRiQ?sub_confirmation=1Gặp Arnold:https://www.youtube.com/channel/UChQ_FmFV9YzcqS-1SNHLCyg?sub_confirmation=1Inilah Arnold:https://www.youtube.com/channel/UCODpRRKUI8-Dl5Mh37YjCdg?sub_confirmation=1Não te esqueças de ligar as notificações, gostar & subscrever!"
"ViHMXvaklTA","Jonas Esticado feat. Gusttavo Lima - Ele Não Tem (Vídeo Oficial)","2020-10-16T13:59:29Z","UC1XJOqlpIPQ1cUPZf54yXyg","Jonas Esticado","10","20.18.10","[none]","1502662","73618","2013","3369","https://i.ytimg.com/vi/ViHMXvaklTA/default.jpg","False","False","Clipe oficial da música Ele Não Tem com Gusttavo Lima.Ouça nas plataformas de música clicando aqui: https://SomLivre.lnk.to/Ele_Nao_TemProdução Musical: Luka BassDireção de Video: Anselmo TrancosoMarketing: Fábrica de HitsLETRA:Jhonny Carvalho | Johnata Ramon | Rafael Leal | Tiago AzevedoEle já viu esse roxinho no seu pescoçoE toda noite você some feito SolEle já viu que você faz amor sem gostoQue outro peixe tá mordendo seu anzolEle fecha os olhos por que te amaAté que gosta dele mas você não amaE o que tá faltando laTem de sobra em minha camaEle não tem o meu beijo, o meu cheiro, o meu corpoMeu amor safado suado e gostoso não temEle não temEle não tem o meu beijo, o meu cheiro, o meu corpoMeu amor safado suado e gostoso não temEle não temPor isso toda noite você vemSiga Jonas Esticado nas redes sociais!Facebook: https://www.facebook.com/JonasEsticadoYoutube: https://www.youtube.com/jonasesticadobrInstagram: http://www.instagram.com/jonasesticadoTwitter: https://twitter.com/JonasEsticado Site oficial: http://www.jonasesticado.com.br"
"srx0dgnHO6M","VOU DESISTIR DO MEU CANAL (?)","2020-10-17T21:05:24Z","UCnfUCP_4nSws4KUI4Nkdaig","Maria Venture","23","20.18.10","[none]","60653","18609","200","1341","https://i.ytimg.com/vi/srx0dgnHO6M/default.jpg","False","False","e aí galera, tudo beleza?depois de 80 anos, voltei.Minhas redes sociais:Instagram: @mariaventureSnapchat: maria_ventureTwitter: @maria_ventureFacebook: https://www.facebook.com/mariaventure..."
"LeRw27_LqcM","Adeus velho amigo, o dia da minha MUDANÇA","2020-10-17T19:59:48Z","UCrKXYE-Y4saxVFPI7Fuuzyw","Davy Jones","24","20.18.10","vídeo com Davy Jones|Davy Jones|Dava Jonas|vlog|memes|meme|zueira|vídeo zueira|vídeo comentado|vlog de Davy Jones|canal novo|mudança|casa nova|minha casa","151025","42580","161","1309","https://i.ytimg.com/vi/LeRw27_LqcM/default.jpg","False","False","INSTAGRAM - https://www.instagram.com/odavyjones/CANAL DE LIVES -  https://www.twitch.tv/davyjonesPODCAST - http://2dpodcast.gameplayrj.com.br/TORNAR-SE UM APOIADOR - https://www.facebook.com/becomesupporter/GameplayRJCRIEI UM CANAL NOVO - https://www.youtube.com/watch?v=nL5C7hBN5BMMEU SITE - http://gameplayrj.com.br/Twitter - https://twitter.com/DavyJonesRJCAMISAS DO CANAL - https://www.lolja.com.br/gameplay-rj_qO28545953XtOcxSMCaixa Postal - 14606 Cep: 03632-970São Paulo - SP"
"XiopkFjbX4k","Live  Arreio de Ouro Oficial - Parque Milanny","2020-10-18T06:11:26Z","UCNB73EFeo1WFcWLquUCDJEA","Arreio de Ouro Oficial","10","20.18.10","arreio de ouro|arreio de ouro 2014|arreio de ouro canta vaquejada|arreio de ouro vaquejada|arreio de ouro toadas|arreio de ouro dvd|vaquejada|vaquejada profissional|vaquejada de serrinha 2013|vaquejada musica|vaquejada de serrinha 2014|vaquejada mirim|vaquejada ivandro cunha lima 2014|vaquejada de serrinha|vaquejada profissional 2014|vaquejada de surubim|forro|forro dance|forro universitario|forro 2014","59197","2192","19","17","https://i.ytimg.com/vi/XiopkFjbX4k/default.jpg","False","False","Contato para shows: (81) 9.9161-1444 / 3221-5782acompanhe Buscapé Arreio de Ouro nas redes sociais[] instagram.com/arreiodeourooficial[] instagram.com/buscapecantor[] facebook.com/arreiodeouroebuscapeInscreva-se em nosso Canal!www.youtube.com/arreiodeourooficial"
"lEtWBmV4vPI","[COLETIVA] Pós-Jogo - São Paulo 0x0 Grêmio (Campeonato Brasileiro 2020) l GrêmioTV","2020-10-18T03:05:27Z","UCHKbUAiKHsWCCZrkDY_PZ8Q","Grêmio FBPA","17","20.18.10","gremiotv|gremio tv|pré-jogo|grêmio|grêmio tv|grêmiotv|gremio|futebol|esporte|brasileirão|libertadores|copa|fifa|santos tv|conexão tricolor|gremista|grenal|gol|gols|time de futebol|time|renato gaúcho|ducker|avalanche tricolor|torcida geral|live|soccer|campeão|campeão do mundo|arena do grêmio|olímpico|estádio olímpico|olímpico monumental|bandeira|torcedor gremista|torcida fanática|canal oficial|canal|oficial|channel|sport","63867","4200","84","138","https://i.ytimg.com/vi/lEtWBmV4vPI/default.jpg","False","False","Acompanhe ao vivo a coletiva do técnico Renato Portaluppi, após a partida contra o São Paulo no Morumbi!→ Inscreva-se no canal e faça parte da torcida mais fanática do Brasil também aqui no YouTube!:: SITE http://gremio.net:: FACEBOOK https://facebook.com/gremio:: TWITTER @gremio e @gremiotv:: INSTAGRAM https://instagram.com/gremio*** Esta é a GrêmioTV, o canal oficial do Grêmio FBPA no YouTube. Acompanhe vídeos exclusivos e transmissões ao vivo durante a semana. *** PRODUÇÃO E REALIZAÇÃO: Comunicação Grêmio FBPA"
"MYHxHOl7Iqk","DECORAÇÃO DA CASA NOVA: MOSTREI TUDO! - PARTE 1","2020-10-16T23:00:05Z","UCPa8vElq5yFo3wV6BY6HqoQ","Simone Mendes","22","20.18.10","[none]","938762","91349","769","2155","https://i.ytimg.com/vi/MYHxHOl7Iqk/default.jpg","False","False","Miglos e miglas, bem-vindos à minha casinha nova. Vocês já deram uma espiadinha na live, mas hoje eu mostro todo o andar de baixo pra vocês. Tem papel de parede que eu não sei falar o nome, tem sofá que faz a alegria da grávida, tem até um lavabo de fazer inveja nas visitas (e nas mães que estão assistindo o vídeo)! Bora entrar? Aceita um cafézinho?"
